cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url,Metro
What does he smoke In India 106 Rapes take place every day Only one in 100 cases of sexual violence are reported The conv…,2019-01-30 23:55:27,156,https://pbs.twimg.com/profile_images/1076696630861037569/qQf_yeFr_normal.jpg,402,positive,"@ashoswai: What does he smoke? In India, 106 Rapes take place every day. Only one in 100 cases of sexual violence are reported. The conv…",1090760432921468929,Lucky strike भाग्यशाली हड़ताल خوش قمستی,https://twitter.com/Luckystrike_007,Hyderabad
_bear Civilians Death in Terror attacks UPA Modi Mumbai 406 0 Delhi…,2019-01-30 23:55:25,97,https://pbs.twimg.com/profile_images/875412767750012928/8hpzcC36_normal.jpg,2,neutral,"@mantriji728: @sadzgirl @zoo_bear Civilians Death in Terror attacks 
 
                    UPA     Modi
Mumbai        406      0
Delhi…",1090760425342300161,Free Pakhtunistan,https://twitter.com/RougePakistan,Kolkata
Modi Stop dwelling in the past taklu !!!!,2019-01-30 23:55:23,2000,https://pbs.twimg.com/profile_images/952421060200116224/ck5dnDrB_normal.jpg,2,negative,"@imjustcommonman: @JhaSanjay Modi 

Stop dwelling in the past taklu !!!!",1090760415531786240,Awakened Indian,https://twitter.com/ai_deepika,Kolkata
_demon Individu yang paling berpengaruh di dunia. (Forbes ‘18) 🇮 9 Narendra Modi 🇸 8 Mohammed bin Salman Al Saud 🇺 7 Bil…,2019-01-30 23:55:14,1847,https://pbs.twimg.com/profile_images/1084420090873827328/xmBipQen_normal.jpg,113,neutral,"@market_demon: Individu yang paling berpengaruh di dunia.
(Forbes, ‘18)

🇮🇳 9. Narendra Modi
🇸🇦 8. Mohammed bin Salman Al Saud
🇺🇸 7. Bil…",1090760381516046336,Brenda Jerome,https://twitter.com/brenda_jerome,Kolkata
This teeth crunching by Modi Ji I have seen him on TV since Advani's RathaYatra days Never seen something like this ever…,2019-01-30 23:55:13,291,https://pbs.twimg.com/profile_images/628960976994369537/qRgpsqaT_normal.jpg,875,neutral,@Hiranyareta: This teeth crunching by Modi Ji. I have seen him on TV since Advani's RathaYatra days. Never seen something like this ever…,1090760373978914816,swaminathan,https://twitter.com/basaswaminathan,Hyderabad
g9676 Modi guntur sabhaki aa mukku dora andhra drohi kcr toh jail 420 jagan nuvvu veladam lone telusthundhi Fidel front modi B team ani,2019-01-30 23:55:06,842,https://pbs.twimg.com/profile_images/1094147054551494656/rphqpc0O_normal.jpg,0,negative,g9676 Modi guntur sabhaki aa mukku dora andhra drohi kcr toh jail 420 jagan nuvvu veladam lone telusthundhi Fidel front modi B team ani,1090760347646976000,Venkatesh(Fan of one only hero CBN),https://twitter.com/NannapaneniVen5,Mumbai
&amp I wonder still you can't see the real face of Modi &amp keep on supporting him,2019-01-30 23:55:06,92,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,positive,@JUSTnHONEST: @pete5308 &amp; I wonder still you can't see the real face of Modi &amp; keep on supporting him,1090760347076739072,Anil Kumar,https://twitter.com/AnilKum2010,Mumbai
_thinker मोद सरका द्वार निर्मि मुंबई-गोव नेशन हाईवे नहीं य तुर्क क हाईव है,2019-01-30 23:54:56,191,https://pbs.twimg.com/profile_images/344513261576937849/40f39bcbca9db1fcdd4929649b0f508a_normal.jpeg,68,neutral,"@free_thinker: मोदी सरकार द्वारा निर्मित मुंबई-गोवा नेशनल हाईवे? नहीं, यह तुर्की का हाईवे है

https://t.co/aNfxYMmDwQ",1090760302583439360,AnilKumar,https://twitter.com/AcharyaAKey,Bengaluru
_jain 46 Narendra Modi and 34 Rahul Gandhi Not even 10JP would believe this But then this is how Indian media functions Co…,2019-01-30 23:54:51,160,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,182,neutral,@vinayak_jain: 46% Narendra Modi and 34% Rahul Gandhi. Not even 10JP would believe this. But then this is how Indian media functions. Co…,1090760284141015040,Rajesh,https://twitter.com/rajeshisin1,Kolkata
"#WATCH Rahul Gandhi says ""Kahin jaenge kahenge badi shandar cheez dekhi maine ek dhaba tha nala tha ek steel ka bartan rakha…",2019-01-30 23:54:49,569,https://pbs.twimg.com/profile_images/1093672130992955392/fRWpa3I2_normal.jpg,2211,neutral,"@ANI: #WATCH Rahul Gandhi says, ""Kahin jaenge, kahenge badi shandar cheez dekhi maine, ek dhaba tha, nala tha, ek steel ka bartan rakha…",1090760273693073408,Firoz h Mala,https://twitter.com/MalaFiroz,Kolkata
When Modi Ji gives 10 Swarna reservation that too without any demand report or commission Media calls it Master Strok…,2019-01-30 23:54:49,78,https://pbs.twimg.com/profile_images/1065949449510240256/FXSFBKCV_normal.jpg,1473,neutral,"@yadavtejashwi: When Modi Ji gives 10% Swarna reservation that too without any demand, report or commission, Media calls it Master Strok…",1090760273672065025,Pramod Kumar,https://twitter.com/pramodkumarbmm,Hyderabad
In 10 years of UPA our defense forces had no money to buy single Rafale plane whereas Modi Govt gave ➡OROP ➡S-400 missile…,2019-01-30 23:54:48,70,https://pbs.twimg.com/profile_images/980038213317246976/b6LO6k3U_normal.jpg,3400,negative,"@rishibagree: In 10 years of UPA our defense forces had no money to buy single Rafale plane whereas Modi Govt gave

➡OROP
➡S-400 missile…",1090760269414821888,Vishnu,https://twitter.com/maddeVishu,Mumbai
10 years of UPA our defense forces had no money to buy single Rafale plane whereas Modi Govt gave ➡OROP ➡S-400,2019-01-30 23:54:43,346,https://pbs.twimg.com/profile_images/1009462326343319552/tiSLRa89_normal.jpg,0,negative,"10 years of UPA our defense forces had no money to buy single Rafale plane whereas Modi Govt gave

➡OROP
➡S-400… https://t.co/SCWzUhqu27",1090760248493789184,N'Pal,https://twitter.com/TheNPalSingh,Bengaluru
"Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",2019-01-31 23:53:26,1113,https://pbs.twimg.com/profile_images/834490243415994368/TdgSy0SK_normal.jpg,687,positive,"@Babble524: Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",1091122313007751168,I am New India🇮🇳,https://twitter.com/priyankpanda,Kolkata
आपक राष्ट् भक् कौ 🙂 Retweet narendra modi ji Like rahul Gandhi,2019-01-31 23:53:03,462,https://pbs.twimg.com/profile_images/1093867808604053504/9WiOyfSV_normal.jpg,70,neutral,"@Nidhiagarwallll: आपका राष्ट्र भक्त कौन 🙂

Retweet = narendra modi ji

Like = rahul Gandhi https://t.co/C2yOUbrYED",1091122219378307073,LALARAM GODARA(  भारतीय सेना का फैन),https://twitter.com/LalaramLalaram7,Hyderabad
ia Prime Minister:PM Shri Narendra Modi’s speech at National Museum of Indian Cinema in Mumbai,2019-01-31 23:51:46,51,https://pbs.twimg.com/profile_images/1020295548014739458/ngb836xA_normal.jpg,0,neutral,ia Prime Minister:PM Shri Narendra Modi’s speech at National Museum of Indian Cinema in Mumbai… https://t.co/LGoSxha28y,1091121892956753921,PMMODI,https://twitter.com/PMMODI08340846,Hyderabad
#Budget2019 Who has been able to manage the Indian Economy better Manmohan Singh or Narendra Modi? #Voternomics2019 with @…,2019-01-31 23:51:38,233,https://pbs.twimg.com/profile_images/923760144940281856/meOipBIp_normal.jpg,121,positive,"@IndiaToday: #Budget2019
Who has been able to manage the Indian Economy better, Manmohan Singh or Narendra Modi?
#Voternomics2019 with @…",1091121860639580160,Ajay,https://twitter.com/AjaySawhney_Cdn,Kolkata
"Last time we saw such swift extradition it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon. ""Ev…",2019-01-31 23:51:11,9199,https://pbs.twimg.com/profile_images/1077865198025764865/2co0Nk_Q_normal.jpg,3759,neutral,"@BJP4India: Last time we saw such swift extradition, it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon.

""Ev…",1091121746625744896,Mrs Rajvardhan,https://twitter.com/iAnkitaLal,Kolkata
#RohithVemula #Una #Saharanpur distorting of constitution &amp #AtrocitiesAct #BharatBandh of April 2 attacks at #Bh…,2019-01-31 23:51:09,1007,https://pbs.twimg.com/profile_images/975994564732473344/Z2xp2JNn_normal.jpg,371,neutral,"@jigneshmevani80: #RohithVemula, #Una, #Saharanpur, distorting of constitution &amp; #AtrocitiesAct, #BharatBandh of April 2, attacks at #Bh…",1091121738929373184,Pardeep Sinhmar,https://twitter.com/PKuklana,Delhi
#Unemployment raaj mein wah ho raha hai jo peechle 45 saal se nahi hua. Yaad rakhna Narendra Modi Ji Yuva…,2019-01-31 23:50:48,547,https://pbs.twimg.com/profile_images/1089350044904550401/5b7oGxHy_normal.jpg,47,neutral,"@kabeerisgodd: #Unemployment 
@narendramodi raaj mein wah ho raha hai jo peechle 45 saal se nahi hua.
Yaad rakhna Narendra Modi  Ji Yuva…",1091121650886762497,Prashant Dass,https://twitter.com/PrashantDass1,Bengaluru
ad of Election Indian Leaders Are Accused of Suppressing 45-Year Unemployment High The leaked unemployment repo,2019-01-31 23:49:59,6014,https://pbs.twimg.com/profile_images/1090977908494139392/Oz5Z63wp_normal.jpg,1,positive,"ad of Election, Indian Leaders Are Accused of Suppressing 45-Year Unemployment High
The leaked unemployment repo… https://t.co/nhQoQg5yUT",1091121446565359616,I C Gupta,https://twitter.com/Guptaic,Bengaluru
r friends in the Opposition,2019-01-31 23:49:43,101,https://pbs.twimg.com/profile_images/1059290295924215808/J_1kTDDt_normal.jpg,0,neutral,r friends in the Opposition https://t.co/ldUzgnZMDq,1091121380081524737,Hindu/IE Editorials,https://twitter.com/EditorialBOT,Delhi
I have been a consistent critic of Narendra Modi since 2002 Was never swayed by his Gujarat model because facts on the…,2019-01-31 23:48:33,194,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,74,positive,@sujataanandan: I have been a consistent critic of Narendra Modi since 2002. Was never swayed by his Gujarat model because facts on the…,1091121084915568640,Freesoul,https://twitter.com/Freeindiansoul,Kolkata
post (Revised GDP data shows year of demonetisation was best for Narendra Modi government has been published o,2019-01-31 23:47:06,9984,https://pbs.twimg.com/profile_images/790150402100563968/lH-WW844_normal.jpg,0,positive, post (Revised GDP data shows year of demonetisation was best for Narendra Modi government) has been published o… https://t.co/XUz1Vx4jPV,1091120719436677120,Abdulbari Misbahi,https://twitter.com/Abdulbari92,Delhi
"__sun Can you clarify other than ""PM Narendra Modi in Surat what other stuff is true in Modi's speech? Just Curi…",2019-01-31 23:47:05,1078,https://pbs.twimg.com/profile_images/991434204750712847/a31oH4EK_normal.jpg,1,positive,"@Dev__sun: @Rajendr85459235 Can you clarify other than ""PM Narendra Modi in Surat"" what other stuff is true in Modi's speech?. Just Curi…",1091120718010433536,BalramKhan بلرام خان  बलराम खान ‏‎‎‎,https://twitter.com/BalramKhan,Mumbai
#RohithVemula #Una #Saharanpur distorting of constitution &amp #AtrocitiesAct #BharatBandh of April 2 attacks at #Bh…,2019-01-31 23:46:46,16,https://pbs.twimg.com/profile_images/840179238569431040/OokANBT-_normal.jpg,371,neutral,"@jigneshmevani80: #RohithVemula, #Una, #Saharanpur, distorting of constitution &amp; #AtrocitiesAct, #BharatBandh of April 2, attacks at #Bh…",1091120636985044992,sandeep kamble,https://twitter.com/Dancy_94,Mumbai
Do you know the difference between a Nation and a Party Well thats the difference between Hon PM Shri Narendra Modi and…,2019-01-31 23:46:30,80,https://pbs.twimg.com/profile_images/1016836573692813312/FN9yECH7_normal.jpg,705,neutral,"@koenamitra: Do you  know the difference between a Nation and a Party? Well, thats the difference between Hon PM Shri Narendra Modi and…",1091120568101793793,Jay,https://twitter.com/JayBisn,Mumbai
"Last time we saw such swift extradition it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon. ""Ev…",2019-01-31 23:46:15,131,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3759,neutral,"@BJP4India: Last time we saw such swift extradition, it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon.

""Ev…",1091120505678110720,Srinivas Korlepara,https://twitter.com/SrinKorlepara,Bengaluru
Photographs purportedly showing Indian PM Narendra Modi at the 2019 Kumbh Mela festival in the city of Allahabad were act…,2019-01-31 23:45:50,1345,https://pbs.twimg.com/profile_images/1532639351/Prakash-Singh-AFP_normal.jpg,1,neutral,@AFPSouthAsia: Photographs purportedly showing Indian PM Narendra Modi at the 2019 Kumbh Mela festival in the city of Allahabad were act…,1091120402942840832,Prakash Singh,https://twitter.com/PrakashAFPLive,Hyderabad
India job data spells trouble for Narendra Modi BBC News,2019-01-31 23:45:32,86,https://pbs.twimg.com/profile_images/966873288835137536/O8iLvtE7_normal.jpg,26,negative,@milindkhandekar: India job data spells trouble for Narendra Modi - BBC News https://t.co/SpTn9NQbr0,1091120324924469249,SELVAKUMAR. R,https://twitter.com/1234567RSME,Mumbai
Narendra Modi in Gujarat Started fight against corruption from top Rahul and Sonia out on bail says PM,2019-01-31 23:45:14,58,https://pbs.twimg.com/profile_images/952770542242639872/Kikm4xqs_normal.jpg,3,positive,"@MpDrBholaSingh: Narendra Modi in Gujarat: Started fight against corruption from top, Rahul and Sonia out on bail, says PM
 https://t.co…",1091120250635108353,Ram Anuj,https://twitter.com/RamAnujjourno,Delhi
"Last time we saw such swift extradition it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon. ""Ev…",2019-01-31 23:44:23,431,https://pbs.twimg.com/profile_images/1015423666148990976/QMw2M3oZ_normal.jpg,3759,neutral,"@BJP4India: Last time we saw such swift extradition, it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon.

""Ev…",1091120036725452801,neelesh patil,https://twitter.com/iNeelesh,Mumbai
_me_my5elf Can Narendra Modi answer as till when our youth will be jobless Why he cheated youth with the promise of 2 Crore job per…,2019-01-31 23:44:12,1093,https://pbs.twimg.com/profile_images/823362504915087361/VSqSwy1w_normal.jpg,132,neutral,@i_me_my5elf: Can Narendra Modi answer as till when our youth will be jobless? Why he cheated youth with the promise of 2 Crore job per…,1091119990474977281,जय कांग्रेस जय भारत,https://twitter.com/jai_congress,Bengaluru
Proud to have you as our PM #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,2019-01-31 23:44:11,160,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,115,positive,@CongressDahan: Proud to have you as our PM @narendramodi #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,1091119988096753665,Rajesh,https://twitter.com/rajeshisin1,Kolkata
My advice to the parents do not listen to Shri Narendra Modi Following his advice is the assured road to failure in e…,2019-01-31 23:43:58,2284,https://pbs.twimg.com/profile_images/1059135185784991744/MKeE_ynu_normal.jpg,108,negative,"@AnandSharmaINC: My advice to the parents, do not listen to Shri Narendra Modi. Following his advice is the assured road to failure in e…",1091119930508898304,Vijay Anand,https://twitter.com/VJ_AnandINC,Kolkata
हॉ मोद क भ्रष्टाचा क फाई है....घबरा नही व जल् ह उप जाक हिसा देन वाल है...!!!!ˢᵖ watching Na,2019-01-31 23:43:50,178,https://pbs.twimg.com/profile_images/977045670740873216/B-j6dhsd_normal.jpg,0,neutral,े हॉथ मोदी के भ्रष्टाचार की फाईल है....घबराओ नहीं वो जल्द ही उपर जाकर हिसाब देने वाला है...!!!!ˢᵖˢ — watching Na… https://t.co/hNiCdw1B8Z,1091119897474678784,satyaprakash,https://twitter.com/2011_satya,Mumbai
My advice to the parents do not listen to Shri Narendra Modi Following his advice is the assured road to failure in e…,2019-01-31 23:43:27,1093,https://pbs.twimg.com/profile_images/823362504915087361/VSqSwy1w_normal.jpg,108,negative,"@AnandSharmaINC: My advice to the parents, do not listen to Shri Narendra Modi. Following his advice is the assured road to failure in e…",1091119801806798850,जय कांग्रेस जय भारत,https://twitter.com/jai_congress,Delhi
Narendra Modi to Induct Mohammed Hanif into BJP,2019-01-31 23:42:55,74,https://pbs.twimg.com/profile_images/646496361450344448/QaMNS1jS_normal.png,0,neutral,Narendra Modi to Induct Mohammed Hanif into BJP https://t.co/ivfr4m3Qif,1091119668771852288,NC Airways,https://twitter.com/nc_airways,Mumbai
"Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",2019-01-31 23:42:22,2413,https://pbs.twimg.com/profile_images/378800000641411881/2625e060fc47a1e849c90a0dadea181b_normal.jpeg,687,positive,"@Babble524: Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",1091119528812204032,Chaanakya 41,https://twitter.com/chaanakya41,Delhi
_ManishSood How's the jobs Twitterati ask PM Narendra Modi over NSSO report on job loss According to a National Sample Survey Off…,2019-01-31 23:42:12,1093,https://pbs.twimg.com/profile_images/823362504915087361/VSqSwy1w_normal.jpg,23,neutral,"@The_ManishSood: How's the jobs, Twitterati ask PM Narendra Modi over NSSO report on job loss

According to a National Sample Survey Off…",1091119488060350464,जय कांग्रेस जय भारत,https://twitter.com/jai_congress,Mumbai
"Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",2019-01-31 23:42:10,47311,https://pbs.twimg.com/profile_images/1078693748668694530/bxZdF_Pp_normal.jpg,687,positive,"@Babble524: Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",1091119479222808576,Chetan Barot,https://twitter.com/barotchetan99,Mumbai
👌👌👌Former president and senior most leader of Congress party Shri Pranab Mukherji summarized in less than one minute about Shr…,2019-01-31 23:41:36,620,https://pbs.twimg.com/profile_images/1072824247418929152/YoeunvK5_normal.jpg,308,positive,@JasBJP: 👌👌👌Former president and  senior most leader of Congress party Shri Pranab Mukherji summarized in less than one minute about Shr…,1091119335437885441,प्रिया झाझरिया,https://twitter.com/priya_jhajharia,Bengaluru
iked a video Narendra Modi Reaction,2019-01-31 23:41:24,14,https://pbs.twimg.com/profile_images/715831765693243392/u7_j5UJX_normal.jpg,0,neutral,iked a @YouTube video https://t.co/7hlvlwgkjK Narendra Modi Reaction,1091119287908085761,Gaurav Arora,https://twitter.com/itsgauravarora,Hyderabad
Proud to have you as our PM #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,2019-01-31 23:41:20,1565,https://pbs.twimg.com/profile_images/1070465595798405120/OKmb6gvs_normal.jpg,115,positive,@CongressDahan: Proud to have you as our PM @narendramodi #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,1091119271000846337,binugazi NAMO in २०१९,https://twitter.com/binugazi,Bengaluru
The Rahul-Priyanka Gandhi Game-changer and Why the Modi-Shah Duo Must be Very Worried NewsCentral24x7,2019-01-31 23:41:20,3681,https://pbs.twimg.com/profile_images/1032342450461847552/ohQVW0op_normal.jpg,1405,positive,@priyankac19: The Rahul-Priyanka Gandhi Game-changer and Why the Modi-Shah Duo Must be Very Worried - NewsCentral24x7 https://t.co/vZiE3…,1091119269524324352,I Am Congress,https://twitter.com/I_Am_Congress,Kolkata
"AgustaWestland ‘How’s the josh Rahul?, asks BJP MP Babul Supriyo as ED arrests Rajiv Saxena Deepak Talwar https:/…",2019-01-31 23:39:22,91,https://pbs.twimg.com/profile_images/1076426151403405312/3c4f2-d9_normal.jpg,4,neutral,"@ramchandani2000: AgustaWestland: ‘How’s the josh, Rahul?,’ asks BJP MP Babul Supriyo as ED arrests Rajiv Saxena, Deepak Talwar  https:/…",1091118775531962368,Kumar Sen,https://twitter.com/KumarSe72338987,Bengaluru
Rahul Gandhi recommends the Bhagavad Gita to Narendra Modi. A Man who deserts his troops at every failure who vacations f…,2019-01-31 23:38:56,267,https://pbs.twimg.com/profile_images/531163598333038593/BPzYFE4B_normal.png,643,negative,"@shilpamdas: Rahul Gandhi recommends the Bhagavad Gita to Narendra Modi.

A Man who deserts his troops at every failure, who vacations f…",1091118664680501249,sumit,https://twitter.com/sumitkumar,Hyderabad
क्य प्रधानमंत्र क नही पत क तना बोर् क परीक्ष त नही बल्क शिक्ष क सख्त हाल क कार ह,2019-01-31 23:38:44,388,https://pbs.twimg.com/profile_images/1722177450/109188_normal.JPG,41,neutral,"@AdvRajendraPal: क्या प्रधानमंत्री को नहीं पता कि तनाव बोर्ड की परीक्षा ता नहीं बल्कि शिक्षा की सख्ती हालत के कारण है ? 
https://t.co/iu…",1091118614781009920,Ankit Srivastava,https://twitter.com/impressionsAS,Hyderabad
"Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",2019-01-31 23:38:40,1772,https://pbs.twimg.com/profile_images/1077234851525414913/TiiOJAxp_normal.jpg,687,positive,"@Babble524: Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",1091118599400574977,proud Infidel,https://twitter.com/panditskt,Hyderabad
_143 Politics for me is not Ambition but a Mission. –Narendra Modi #ModiDobara #AbkiBaar400Paar,2019-01-31 23:38:31,1247,https://pbs.twimg.com/profile_images/1093122744529473536/RUX-f-W5_normal.jpg,71,neutral,"@bhaveek_143: Politics for me is not Ambition… but a Mission.” –Narendra Modi
#ModiDobara #AbkiBaar400Paar",1091118559898398720,#काव्याक्षरा,https://twitter.com/KavitaVijay9,Delhi
👌👌👌Former president and senior most leader of Congress party Shri Pranab Mukherji summarized in less than one minute about Shr…,2019-01-31 23:36:52,11,https://pbs.twimg.com/profile_images/1082648532283203587/rQz7jb1D_normal.jpg,308,positive,@JasBJP: 👌👌👌Former president and  senior most leader of Congress party Shri Pranab Mukherji summarized in less than one minute about Shr…,1091118144259674113,Pgk🇮🇳,https://twitter.com/MenonPgk,Kolkata
Must Read: Rafale Deal Scripted with Perfection &amp Precision by PM Narendra Modi In flight from Congress Regime,2019-01-31 23:36:32,318,https://pbs.twimg.com/profile_images/1071914171879645185/pxC6gPlK_normal.jpg,1,neutral,"@0mNam0: Must Read:  Rafale Deal – Scripted with Perfection &amp; Precision by PM Narendra Modi, In flight from Congress Regime. 

https://t…",1091118059392303104,Rits,https://twitter.com/RiteshMishra11,Kolkata
Proud to have you as our PM #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,2019-01-31 23:34:45,91,https://pbs.twimg.com/profile_images/1076426151403405312/3c4f2-d9_normal.jpg,115,positive,@CongressDahan: Proud to have you as our PM @narendramodi #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,1091117611071483906,Kumar Sen,https://twitter.com/KumarSe72338987,Kolkata
Rahul Gandhi recommends the Bhagavad Gita to Narendra Modi. A Man who deserts his troops at every failure who vacations f…,2019-01-31 23:34:34,232,https://pbs.twimg.com/profile_images/769942335803297793/Kgfrq-1M_normal.jpg,643,negative,"@shilpamdas: Rahul Gandhi recommends the Bhagavad Gita to Narendra Modi.

A Man who deserts his troops at every failure, who vacations f…",1091117565299048448,Chandra kuanar,https://twitter.com/ChandraKuanar,Bengaluru
#RohithVemula #Una #Saharanpur distorting of constitution &amp #AtrocitiesAct #BharatBandh of April 2 attacks at #Bh…,2019-01-31 23:34:19,1645,https://pbs.twimg.com/profile_images/986273989218611200/78QCMiau_normal.jpg,371,neutral,"@jigneshmevani80: #RohithVemula, #Una, #Saharanpur, distorting of constitution &amp; #AtrocitiesAct, #BharatBandh of April 2, attacks at #Bh…",1091117505303609344,Rev Sunil Raj Philip,https://twitter.com/RevsunilRaj,Mumbai
#ModiTransformingAndhra The Kia Motors upcoming project at Anantapur in Andhra Pradesh is part of Prime Minister Naren…,2019-01-31 23:34:18,232,https://pbs.twimg.com/profile_images/769942335803297793/Kgfrq-1M_normal.jpg,106,neutral,"@LillyMaryPinto: #ModiTransformingAndhra
The Kia Motors, upcoming project at Anantapur in Andhra Pradesh is part of Prime Minister Naren…",1091117499524046851,Chandra kuanar,https://twitter.com/ChandraKuanar,Bengaluru
PM Narendra Modi in Surat There used to be rapes in this country earlier too it is a shame that we still hear about such cases.…,2019-01-31 23:33:02,60,https://pbs.twimg.com/profile_images/1068569433763995648/BWvDgqDd_normal.jpg,1055,neutral,"@ANI: PM Narendra Modi in Surat: There used to be rapes in this country earlier too, it is a shame that we still hear about such cases.…",1091117178601046016,Pranika Agrawal,https://twitter.com/pranikaagrawal,Mumbai
"Last time we saw such swift extradition it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon. ""Ev…",2019-01-31 23:31:35,212,https://pbs.twimg.com/profile_images/951280635657768960/DmRgtXgJ_normal.jpg,3759,neutral,"@BJP4India: Last time we saw such swift extradition, it was Batman extraditing Lau from Hong Kong and delivering him to Jim Gordon.

""Ev…",1091116817639063552,RajarajanKTR,https://twitter.com/Rajaraj48028009,Delhi
Proud to have you as our PM #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,2019-01-31 23:30:48,4958,https://pbs.twimg.com/profile_images/1091624793902702592/ukaH4ems_normal.jpg,115,positive,@CongressDahan: Proud to have you as our PM @narendramodi #ModiBringsBack This time underworld don Ravi Pujari responsible for many cont…,1091116616874508288,ANIL J 🇮🇳,https://twitter.com/AnilJ_Modi19,Delhi
"Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",2019-01-31 23:29:54,1111,https://pbs.twimg.com/profile_images/1053568300356034561/fDQf6leh_normal.jpg,687,positive,"@Babble524: Nearly 5,000 volunteers from the UK are likely to travel to India to join the BJP’s campaign for the forthcoming Lok Sabha e…",1091116390738612224,Kavit pandya,https://twitter.com/Kavitpandya1,Mumbai
ashantKS1989 see wouldnt it be wrong if i tweeted this NDTV has become a propaganda channel-covering wha,2019-01-31 23:29:26,21,https://pbs.twimg.com/profile_images/1085933822342881280/0uds2ME__normal.jpg,0,negative,"ashantKS1989 @ndtv see wouldnt it be wrong if i tweeted this? 
NDTV has become a propaganda channel-covering wha… https://t.co/2HqM9EXXxj",1091116273059033089,myopinion,https://twitter.com/myopinion231,Delhi
ia job data spells trouble for Narendra Modi BBC News,2019-01-31 23:26:52,6562,https://pbs.twimg.com/profile_images/994952662260043776/JROnbnI0_normal.jpg,0,negative,ia job data spells trouble for Narendra Modi - BBC News https://t.co/B73OcRUFtc https://t.co/RLafDPqcUV,1091115627606130688,#Noticias desde #Perú,https://twitter.com/LimaNoticia,Hyderabad
अर मोदीजी...ज को कभ नही क पाया.. व ह त #मोदी_सरकार करत हैं। #ModiOnceMore #NaMoAgain जीं उपचुनाव पीए न…,2019-01-31 23:26:45,278,https://pbs.twimg.com/profile_images/1087351562475790337/UQdgyoZ9_normal.jpg,49,neutral,"@Kiranja34522516: अरे मोदीजी...जो कोई कभी नहीं कर पाया..
वो ही तो #मोदी_सरकार"" करती हैं।
#ModiOnceMore #NaMoAgain
जींद उपचुनाव: पीएम न…",1091115599327940608,🇮🇳Rakesh Sharma🇮🇳,https://twitter.com/RakeshS21201943,Bengaluru
Bengal wants NARENDRA Modi to remain PM,2019-01-31 23:26:25,2563,https://pbs.twimg.com/profile_images/798413969279094784/5e3eInkB_normal.jpg,10,positive,@Satyanewshi: Bengal  wants  NARENDRA Modi to remain PM https://t.co/fv6SERUM5H,1091115517476302848,Bharat1,https://twitter.com/Bharatvanshi211,Mumbai
#RohithVemula #Una #Saharanpur distorting of constitution &amp #AtrocitiesAct #BharatBandh of April 2 attacks at #Bh…,2019-01-31 23:26:19,83,https://pbs.twimg.com/profile_images/1071436779687940098/Yd1TiVE2_normal.jpg,371,neutral,"@jigneshmevani80: #RohithVemula, #Una, #Saharanpur, distorting of constitution &amp; #AtrocitiesAct, #BharatBandh of April 2, attacks at #Bh…",1091115491081494528,Mohammad Anas,https://twitter.com/anaskifa,Bengaluru
